FUNCIÓN_DENOMINACIÓN,TIPO_URG,CENTRO_GESTOR,MES_1,MES_2,MES_3,MES_4,MES_5,MES_6,MES_7,MES_8,MES_9,MES_10,MES_11,MES_12,EJERCIDO_ENERO_AGOSTO
"ASUNTOS ECONÓMICOS, COMERCIALES Y LABORALES EN GENERAL",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO DEL FONDO PARA EL DESARROLLO ECONÓMICO Y SOCIAL DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"3,513,834"
"ASUNTOS ECONÓMICOS, COMERCIALES Y LABORALES EN GENERAL",SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"241,226"
ASUNTOS FINANCIEROS Y HACENDARIOS,DEPENDENCIAS,SECRETARÍA DE FINANZAS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,533,892,010"
ASUNTOS FINANCIEROS Y HACENDARIOS,OTRAS,TESORERÍA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"3,488,029,021"
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",DEPENDENCIAS,"SECRETARÍA DE CIENCIA, TECNOLOGÍA E INNOVACIÓN DEL DISTRITO FEDERAL",,,,,,,,,,,,,"54,275,957"
"CIENCIA, TECNOLOGÍA E INNOVACIÓN",ÓRGANOS DESCONCENTRADOS,AGENCIA DE GESTIÓN URBANA DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"8,912,598"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,,,,,,,,,,,,,"66,664"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"147,528,978"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,,,,,,,,,,,,,"340,627"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"42,139,431"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"52,482,041"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"51,488,006"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"7,638,320"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,"9,452,638"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"113,081,648"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,"336,180"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"2,105,692"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN TLALPAN,,,,,,,,,,,,,"8,274,194"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,,,,,,,,,,,,,"98,932,407"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,0
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DEPENDENCIAS,CONSEJERÍA JURÍDICA Y DE SERVICIOS LEGALES,,,,,,,,,,,,,"406,735,808"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DEPENDENCIAS,CONTRALORÍA GENERAL,,,,,,,,,,,,,"165,709,363"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DEPENDENCIAS,JEFATURA DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"104,183,590"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DEPENDENCIAS,OFICIALÍA MAYOR,,,,,,,,,,,,,"40,374,087"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DEPENDENCIAS,SECRETARÍA DE DESARROLLO URBANO Y VIVIENDA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"17,128,997"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DEPENDENCIAS,SECRETARÍA DE GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"22,068,266"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"6,840,811"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,INSTITUTO ELECTORAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"858,456,064"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,ÓRGANOS DESCONCENTRADOS,AGENCIA DE GESTIÓN URBANA DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"69,079,762"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,OTRAS,DEUDA PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"72,030,890"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CONSEJO DE EVALUACIÓN DEL DESARROLLO SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"6,049,588"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),ESCUELA DE ADMINISTRACIÓN PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"4,485,907"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO CENTRO HISTÓRICO DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"270,000"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,213,757"
COORDINACIÓN DE LA POLÍTICA DE GOBIERNO,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE VERIFICACIÓN ADMINISTRATIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"177,792,354"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN ÁLVARO OBREGÓN,,,,,,,,,,,,,"81,803"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"5,358,623"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,,,,,,,,,,,,,"11,177,862"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"24,508,772"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"410,226"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,"7,370,886"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"3,189,751"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN IZTACALCO,,,,,,,,,,,,,"78,701,694"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,"183,078,041"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"19,004,242"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,0
EDUCACIÓN,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,"4,174,027"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"3,277,372"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN TLALPAN,,,,,,,,,,,,,"40,644,833"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,,,,,,,,,,,,,"32,976,534"
EDUCACIÓN,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,0
EDUCACIÓN,DEPENDENCIAS,SECRETARÍA DE CULTURA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"921,528"
EDUCACIÓN,DEPENDENCIAS,SECRETARÍA DE DESARROLLO SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"425,327,760"
EDUCACIÓN,DEPENDENCIAS,SECRETARÍA DE EDUCACIÓN DEL DISTRITO FEDERAL,,,,,,,,,,,,,"362,134,225"
EDUCACIÓN,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
EDUCACIÓN,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,UNIVERSIDAD AUTÓNOMA DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"683,154,695"
EDUCACIÓN,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),ESCUELA DE ADMINISTRACIÓN PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"6,946,266"
EDUCACIÓN,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO EDUCACIÓN GARANTIZADA,,,,,,,,,,,,,"991,135,558"
EDUCACIÓN,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE EDUCACIÓN MEDIA SUPERIOR DEL DISTRITO FEDERAL,,,,,,,,,,,,,"424,531,135"
EDUCACIÓN,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO LOCAL DE LA INFRAESTRUCTURA FÍSICA EDUCATIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"5,418,880"
EDUCACIÓN,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"215,553,776"
JUSTICIA,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,0
JUSTICIA,DELEGACIONES,DELEGACIÓN BENITO JUÁREZ,,,,,,,,,,,,,"768,481"
JUSTICIA,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"16,439"
JUSTICIA,DELEGACIONES,DELEGACIÓN CUAUHTÉMOC,,,,,,,,,,,,,0
JUSTICIA,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"1,934,510"
JUSTICIA,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,"2,303,994"
JUSTICIA,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"8,630,625"
JUSTICIA,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"300,000"
JUSTICIA,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"583,119"
JUSTICIA,DELEGACIONES,DELEGACIÓN TLALPAN,,,,,,,,,,,,,"40,944"
JUSTICIA,DEPENDENCIAS,CONSEJERÍA JURÍDICA Y DE SERVICIOS LEGALES,,,,,,,,,,,,,0
JUSTICIA,DEPENDENCIAS,CONTRALORÍA GENERAL,,,,,,,,,,,,,"2,903,409"
JUSTICIA,DEPENDENCIAS,JEFATURA DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,DEPENDENCIAS,OFICIALÍA MAYOR,,,,,,,,,,,,,0
JUSTICIA,DEPENDENCIAS,PROCURADURÍA GENERAL DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"3,163,673,668"
JUSTICIA,DEPENDENCIAS,"SECRETARÍA DE CIENCIA, TECNOLOGÍA E INNOVACIÓN DEL DISTRITO FEDERAL",,,,,,,,,,,,,0
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE CULTURA DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"308,785"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE DESARROLLO RURAL Y EQUIDAD PARA LAS COMUNIDADES DEL DISTRITO FEDERAL,,,,,,,,,,,,,"18,722,506"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE DESARROLLO SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"29,101,858"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE DESARROLLO URBANO Y VIVIENDA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"10,607"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE EDUCACIÓN DEL DISTRITO FEDERAL,,,,,,,,,,,,,"41,730,045"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE FINANZAS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"4,664,913"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,809,377,855"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE MEDIO AMBIENTE DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE MOVILIDAD DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE OBRAS Y SERVICIOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,866,464"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE PROTECCIÓN CIVIL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,246,798"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE SALUD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,424,423"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DE SEGURIDAD PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"20,384,957"
JUSTICIA,DEPENDENCIAS,SECRETARÍA DEL TRABAJO Y FOMENTO AL EMPLEO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"16,674,192"
JUSTICIA,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,COMISIÓN DE DERECHOS HUMANOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"255,280,104"
JUSTICIA,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,CONSEJO DE LA JUDICATURA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"127,914,496"
JUSTICIA,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,JUNTA LOCAL DE CONCILIACIÓN Y ARBITRAJE DEL DISTRITO FEDERAL,,,,,,,,,,,,,"271,219,191"
JUSTICIA,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,TRIBUNAL DE LO CONTENCIOSO ADMINISTRATIVO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"248,650,217"
JUSTICIA,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,TRIBUNAL ELECTORAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"201,332,036"
JUSTICIA,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,TRIBUNAL SUPERIOR DE JUSTICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"3,524,493,561"
JUSTICIA,ÓRGANOS DESCONCENTRADOS,AGENCIA DE GESTIÓN URBANA DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,AGENCIA DE PROTECCIÓN SANITARIA DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,AUTORIDAD DEL CENTRO HISTÓRICO,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,AUTORIDAD DEL ESPACIO PÚBLICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"19,027,630"
JUSTICIA,ÓRGANOS DESCONCENTRADOS,CENTRO DE ATENCIÓN A EMERGENCIAS Y PROTECCIÓN CIUDADANA DE LA  CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,INSTITUTO DE FORMACIÓN PROFESIONAL,,,,,,,,,,,,,"20,694,433"
JUSTICIA,ÓRGANOS DESCONCENTRADOS,INSTITUTO TÉCNICO DE FORMACIÓN POLICIAL,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,ÓRGANO REGULADOR DE TRANSPORTE,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,PLANTA DE ASFALTO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,POLICÍA AUXILIAR DEL DISTRITO FEDERAL,,,,,,,,,,,,,"593,820"
JUSTICIA,ÓRGANOS DESCONCENTRADOS,POLICÍA BANCARIA E INDUSTRIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"225,931,497"
JUSTICIA,ÓRGANOS DESCONCENTRADOS,PROYECTO METRO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"220,344"
JUSTICIA,ÓRGANOS DESCONCENTRADOS,SECRETARÍA EJECUTIVA DEL MECANISMO DE SEGUIMIENTO Y EVALUACIÓN DEL PROGRAMA DE DERECHOS HUMANOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"6,444,674"
JUSTICIA,ÓRGANOS DESCONCENTRADOS,SISTEMA DE AGUAS DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,ÓRGANOS DESCONCENTRADOS,SISTEMA DE RADIO Y TELEVISIÓN DIGITAL DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,000,000"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA AUXILIAR DEL DISTRITO FEDERAL,,,,,,,,,,,,,"358,412"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN DE LA POLICÍA PREVENTIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,219,172"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CAJA DE PREVISIÓN PARA TRABAJADORES A LISTA DE RAYA DEL GOBIERNO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),CONSEJO DE EVALUACIÓN DEL DESARROLLO SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"CORPORACIÓN MEXICANA DE IMPRESIÓN, S.A. DE C.V.",,,,,,,,,,,,,203
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),ESCUELA DE ADMINISTRACIÓN PÚBLICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"77,500"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO CENTRO HISTÓRICO DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"1,243,379"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO DE RECUPERACIÓN CREDITICIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"59,400"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO DEL FONDO PARA EL DESARROLLO ECONÓMICO Y SOCIAL DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO EDUCACIÓN GARANTIZADA,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO FONDO DE APOYO A LA PROCURACIÓN DE JUSTICIA EN EL DISTRITO FEDERAL,,,,,,,,,,,,,"526,841"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO MUSEO DEL ESTANQUILLO,,,,,,,,,,,,,"75,600"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FIDEICOMISO PARA LA PROMOCIÓN Y DESARROLLO DEL CINE MEXICANO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"20,159"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO MIXTO DE PROMOCIÓN TURÍSTICA DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),FONDO PARA LA ATENCIÓN Y APOYO A LAS VÍCTIMAS DEL DELITO,,,,,,,,,,,,,"965,606"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE CAPACITACIÓN PARA EL TRABAJO DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE EDUCACIÓN MEDIA SUPERIOR DEL DISTRITO FEDERAL,,,,,,,,,,,,,"199,278"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE LA JUVENTUD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"628,226"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE LAS MUJERES DEL DISTRITO FEDERAL,,,,,,,,,,,,,"59,614,577"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DE VIVIENDA DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO DEL DEPORTE DEL DISTRITO FEDERAL,,,,,,,,,,,,,"661,311"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA ATENCIÓN Y PREVENCIÓN DE LAS ADICCIONES DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA INTEGRACIÓN AL DESARROLLO DE LAS PERSONAS CON DISCAPACIDAD DEL DISTRITO FEDERAL,,,,,,,,,,,,,"5,070"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),INSTITUTO PARA LA SEGURIDAD DE LAS CONSTRUCCIONES DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),METROBÚS,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"PROCDMX, S.A. DE C.V.",,,,,,,,,,,,,"908,766"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA AMBIENTAL Y DEL ORDENAMIENTO TERRITORIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"27,989,104"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),PROCURADURÍA SOCIAL DEL DISTRITO FEDERAL,,,,,,,,,,,,,"45,493,470"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),RED DE TRANSPORTE DE PASAJEROS DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SERVICIO DE TRANSPORTES ELÉCTRICOS DEL DISTRITO FEDERAL,,,,,,,,,,,,,"75,000"
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),"SERVICIOS METROPOLITANOS, S.A. DE C.V.",,,,,,,,,,,,,0
JUSTICIA,SECTOR PARAESTATAL (ENTIDADES / ORGANISMOS),SISTEMA PARA EL DESARROLLO INTEGRAL DE LA FAMILIA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"2,887,135"
LEGISLACIÓN,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,ASAMBLEA LEGISLATIVA DEL DISTRITO FEDERAL,,,,,,,,,,,,,"1,192,181,214"
LEGISLACIÓN,ÓRGANOS DE GOBIERNO Y AUTÓNOMOS,AUDITORÍA SUPERIOR DE LA CIUDAD DE MÉXICO,,,,,,,,,,,,,"395,581,514"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN AZCAPOTZALCO,,,,,,,,,,,,,"1,447,931"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN COYOACÁN,,,,,,,,,,,,,"2,806,860"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN CUAJIMALPA DE MORELOS,,,,,,,,,,,,,"11,853,030"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN GUSTAVO A. MADERO,,,,,,,,,,,,,"199,431"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN IZTAPALAPA,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN LA MAGDALENA CONTRERAS,,,,,,,,,,,,,"2,443,445"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN MIGUEL HIDALGO,,,,,,,,,,,,,"908,803"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN MILPA ALTA,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN TLÁHUAC,,,,,,,,,,,,,"1,797,906"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN VENUSTIANO CARRANZA,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DELEGACIONES,DELEGACIÓN XOCHIMILCO,,,,,,,,,,,,,0
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DEPENDENCIAS,SECRETARÍA DE DESARROLLO ECONÓMICO DEL DISTRITO FEDERAL,,,,,,,,,,,,,"4,894,164"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DEPENDENCIAS,SECRETARÍA DE DESARROLLO RURAL Y EQUIDAD PARA LAS COMUNIDADES DEL DISTRITO FEDERAL,,,,,,,,,,,,,"303,520"
OTRAS INDUSTRIAS Y OTROS ASUNTOS ECONÓMICOS,DEPENDENCIAS,SECRETARÍA DE TURISMO DEL DISTRITO FEDERAL,,,,,,,,,,,,,0
